occ1980,occ1980_title,soc2010,soc2010_title
793,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-3099,"Food Processing Workers, All Other"
793,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-9123,"Painting, Coating, and Decorating Workers"
793,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-9194,Etchers and Engravers
793,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-9199,"Production Workers, All Other"
794,HAND GRINDING AND POLISHING OCCUPATIONS,51-3099,"Food Processing Workers, All Other"
794,HAND GRINDING AND POLISHING OCCUPATIONS,51-9022,"Grinding and Polishing Workers, Hand"
794,HAND GRINDING AND POLISHING OCCUPATIONS,51-9199,"Production Workers, All Other"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,37-2019,"Building Cleaning Workers, All Other"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,41-2021,Counter and Rental Clerks
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,47-2231,Solar Photovoltaic Installers**
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,49-9045,"Refractory Materials Repairers, Except Brickmasons"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,49-9081,Wind Turbine Service Technicians
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-3093,Food Cooking Machine Operators and Tenders
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-3099,"Food Processing Workers, All Other"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-4121,"Welders, Cutters, Solderers, and Brazers"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-6011,Laundry and Dry-Cleaning Workers
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-6021,"Pressers, Textile, Garment, and Related Materials"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-6051,"Sewers, Hand"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9022,"Grinding and Polishing Workers, Hand"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9123,"Painting, Coating, and Decorating Workers"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9141,Semiconductor Processors
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9198,Helpers--Production Workers
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9199,"Production Workers, All Other"
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,53-7061,Cleaners of Vehicles and Equipment
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",45-2041,"Graders and Sorters, Agricultural Products"
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",47-4011,Construction and Building Inspectors
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",51-3099,"Food Processing Workers, All Other"
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",51-6041,Shoe and Leather Workers and Repairers
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",51-8091,Chemical Plant and System Operators
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",51-9199,"Production Workers, All Other"
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",53-6051,Transportation Inspectors
797,PRODUCTION TESTERS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
798,PRODUCTION SAMPLERS AND WEIGHERS,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
798,PRODUCTION SAMPLERS AND WEIGHERS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
799,"GRADERS AND SORTERS, EXC. AGRICULTURAL",45-4023,Log Graders and Scalers
799,"GRADERS AND SORTERS, EXC. AGRICULTURAL",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
803,"SUPERVISORS, MOTOR VEHICLE OPERATORS",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
804,"TRUCK DRIVERS, HEAVY",53-3032,Heavy and Tractor-Trailer Truck Drivers
805,"TRUCK DRIVERS, LIGHT",31-9093,Medical Equipment Preparers
805,"TRUCK DRIVERS, LIGHT",53-3033,Light Truck or Delivery Services Drivers
806,DRIVER-SALES WORKERS,53-3031,Driver/Sales Workers
808,BUS DRIVERS,53-3021,"Bus Drivers, Transit and Intercity"
808,BUS DRIVERS,53-3022,"Bus Drivers, School or Special Client"
808,BUS DRIVERS,53-3033,Light Truck or Delivery Services Drivers
809,TAXICAB DRIVERS AND CHAUFFEURS,53-3041,Taxi Drivers and Chauffeurs
813,PARKING LOT ATTENDANTS,53-6021,Parking Lot Attendants
814,"MOTOR TRANSPORTATION OCCUPATIONS, N.E.C.",53-3032,Heavy and Tractor-Trailer Truck Drivers
814,"MOTOR TRANSPORTATION OCCUPATIONS, N.E.C.",53-3099,"Motor Vehicle Operators, All Other"
823,RAILROAD CONDUCTORS AND YARDMASTER,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
823,RAILROAD CONDUCTORS AND YARDMASTER,53-4031,Railroad Conductors and Yardmasters
824,LOCOMOTIVE OPERATING OCCUPATIONS,53-4011,Locomotive Engineers
824,LOCOMOTIVE OPERATING OCCUPATIONS,53-4012,Locomotive Firers
824,LOCOMOTIVE OPERATING OCCUPATIONS,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
824,LOCOMOTIVE OPERATING OCCUPATIONS,53-4041,Subway and Streetcar Operators
825,"RAILROAD BRAKE, SIGNAL, AND SWITCH OPERATORS",53-4021,"Railroad Brake, Signal, and Switch Operators"
826,"RAIL VEHICLE OPERATORS, N.E.C.",51-8099,"Plant and System Operators, All Other"
826,"RAIL VEHICLE OPERATORS, N.E.C.",53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
826,"RAIL VEHICLE OPERATORS, N.E.C.",53-4099,"Rail Transportation Workers, All Other"
826,"RAIL VEHICLE OPERATORS, N.E.C.",53-7199,"Material Moving Workers, All Other"
828,"SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
828,"SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS",53-5021,"Captains, Mates, and Pilots of Water Vessels"
828,"SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS",53-5022,Motorboat Operators
828,"SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS",53-6099,"Transportation Workers, All Other"
829,SAILORS AND DECKHANDS,53-5011,Sailors and Marine Oilers
829,SAILORS AND DECKHANDS,53-7199,"Material Moving Workers, All Other"
833,MARINE ENGINEERS,53-5031,Ship Engineers
834,"BRIDGE, LOCK, AND LIGHTHOUSE TENDERS",53-6011,Bridge and Lock Tenders
843,"SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
844,OPERATING ENGINEERS,47-2073,Operating Engineers and Other Construction Equipment Operators
845,LONGSHORE EQUIPMENT OPERATORS,53-7041,Hoist and Winch Operators
848,HOIST AND WINCH OPERATORS,53-7041,Hoist and Winch Operators
849,CRANE AND TOWER OPERATORS,53-7021,Crane and Tower Operators
853,EXCAVATING AND LOADING MACHINE OPERATORS,53-7011,Conveyor Operators and Tenders
853,EXCAVATING AND LOADING MACHINE OPERATORS,53-7031,Dredge Operators
853,EXCAVATING AND LOADING MACHINE OPERATORS,53-7032,Excavating and Loading Machine and Dragline Operators
853,EXCAVATING AND LOADING MACHINE OPERATORS,53-7033,"Loading Machine Operators, Underground Mining"
855,"GRADER, DOZER, AND SCRAPER OPERATORS",47-2071,"Paving, Surfacing, and Tamping Equipment Operators"
855,"GRADER, DOZER, AND SCRAPER OPERATORS",47-2073,Operating Engineers and Other Construction Equipment Operators
856,INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS,45-4022,Logging Equipment Operators
856,INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS,53-7051,Industrial Truck and Tractor Operators
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,47-4041,Hazardous Materials Removal Workers
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,47-5013,"Service Unit Operators, Oil, Gas, and Mining"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,47-5081,Helpers--Extraction Workers
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,51-3099,"Food Processing Workers, All Other"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,51-8099,"Plant and System Operators, All Other"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,51-9198,Helpers--Production Workers
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,51-9199,"Production Workers, All Other"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7011,Conveyor Operators and Tenders
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7032,Excavating and Loading Machine and Dragline Operators
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7041,Hoist and Winch Operators
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7051,Industrial Truck and Tractor Operators
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7071,Gas Compressor and Gas Pumping Station Operators
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7072,"Pump Operators, Except Wellhead Pumpers"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7073,Wellhead Pumpers
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7111,Mine Shuttle Car Operators
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7121,"Tank Car, Truck, and Ship Loaders"
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,53-7199,"Material Moving Workers, All Other"
863,"SUPERVISORS, HANDLERS, EQUIPMENT CLEANERS, AND LABORERS,",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
863,"SUPERVISORS, HANDLERS, EQUIPMENT CLEANERS, AND LABORERS,",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
864,"HELPERS, MECHANICS AND REPAIRERS",47-3012,Helpers--Carpenters
864,"HELPERS, MECHANICS AND REPAIRERS",47-3013,Helpers--Electricians
864,"HELPERS, MECHANICS AND REPAIRERS",49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
864,"HELPERS, MECHANICS AND REPAIRERS",51-6041,Shoe and Leather Workers and Repairers
864,"HELPERS, MECHANICS AND REPAIRERS",51-9198,Helpers--Production Workers
865,"HELPERS, CONSTRUCTION TRADES",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
865,"HELPERS, CONSTRUCTION TRADES",47-3012,Helpers--Carpenters
865,"HELPERS, CONSTRUCTION TRADES",47-3013,Helpers--Electricians
865,"HELPERS, CONSTRUCTION TRADES",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
865,"HELPERS, CONSTRUCTION TRADES",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
865,"HELPERS, CONSTRUCTION TRADES",47-3019,"Helpers, Construction Trades, All Other"
865,"HELPERS, CONSTRUCTION TRADES",49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
866,"HELPERS, SURVEYOR",47-3019,"Helpers, Construction Trades, All Other"
867,"HELPERS, EXTRACTIVE OCCUPATIONS",47-5081,Helpers--Extraction Workers
867,"HELPERS, EXTRACTIVE OCCUPATIONS",51-3099,"Food Processing Workers, All Other"
867,"HELPERS, EXTRACTIVE OCCUPATIONS",51-9199,"Production Workers, All Other"
869,CONSTRUCTION LABORERS,47-3012,Helpers--Carpenters
869,CONSTRUCTION LABORERS,47-3016,Helpers--Roofers
869,CONSTRUCTION LABORERS,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
869,CONSTRUCTION LABORERS,51-9198,Helpers--Production Workers
873,PRODUCTION HELPERS,51-3099,"Food Processing Workers, All Other"
873,PRODUCTION HELPERS,51-4052,"Pourers and Casters, Metal"
873,PRODUCTION HELPERS,51-9081,Dental Laboratory Technicians
873,PRODUCTION HELPERS,51-9198,Helpers--Production Workers
873,PRODUCTION HELPERS,51-9199,"Production Workers, All Other"
873,PRODUCTION HELPERS,53-7041,Hoist and Winch Operators
873,PRODUCTION HELPERS,53-7063,Machine Feeders and Offbearers
875,GARBAGE COLLECTORS,53-7081,Refuse and Recyclable Material Collectors
876,STEVEDORES,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
877,STOCK HANDLERS AND BAGGERS,51-9198,Helpers--Production Workers
877,STOCK HANDLERS AND BAGGERS,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
877,STOCK HANDLERS AND BAGGERS,53-7064,"Packers and Packagers, Hand"
878,MACHINE FEEDERS AND OFFBEARERS,45-4029,"Logging Workers, All Other"
878,MACHINE FEEDERS AND OFFBEARERS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
878,MACHINE FEEDERS AND OFFBEARERS,51-3099,"Food Processing Workers, All Other"
878,MACHINE FEEDERS AND OFFBEARERS,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
878,MACHINE FEEDERS AND OFFBEARERS,51-9031,"Cutters and Trimmers, Hand"
878,MACHINE FEEDERS AND OFFBEARERS,51-9191,Adhesive Bonding Machine Operators and Tenders
878,MACHINE FEEDERS AND OFFBEARERS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
878,MACHINE FEEDERS AND OFFBEARERS,51-9198,Helpers--Production Workers
878,MACHINE FEEDERS AND OFFBEARERS,51-9199,"Production Workers, All Other"
878,MACHINE FEEDERS AND OFFBEARERS,53-7063,Machine Feeders and Offbearers
883,"FREIGHT, STOCK, AND MATERIAL HANDLERS, N.E.C.",51-9198,Helpers--Production Workers
883,"FREIGHT, STOCK, AND MATERIAL HANDLERS, N.E.C.",53-7011,Conveyor Operators and Tenders
883,"FREIGHT, STOCK, AND MATERIAL HANDLERS, N.E.C.",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
883,"FREIGHT, STOCK, AND MATERIAL HANDLERS, N.E.C.",53-7199,"Material Moving Workers, All Other"
885,GARAGE AND SERVICE STATION RELATED OCCUPATIONS,53-6031,Automotive and Watercraft Service Attendants
887,VEHICLE WASHERS AND EQUIPMENT CLEANERS,51-9198,Helpers--Production Workers
887,VEHICLE WASHERS AND EQUIPMENT CLEANERS,53-7061,Cleaners of Vehicles and Equipment
888,HAND PACKERS AND PACKAGERS,47-2031,Carpenters
888,HAND PACKERS AND PACKAGERS,51-3099,"Food Processing Workers, All Other"
888,HAND PACKERS AND PACKAGERS,51-6051,"Sewers, Hand"
888,HAND PACKERS AND PACKAGERS,51-9198,Helpers--Production Workers
888,HAND PACKERS AND PACKAGERS,51-9199,"Production Workers, All Other"
888,HAND PACKERS AND PACKAGERS,53-7064,"Packers and Packagers, Hand"
889,"LABORERS, EXCEPT CONSTRUCTION",39-3091,Amusement and Recreation Attendants
889,"LABORERS, EXCEPT CONSTRUCTION",41-2021,Counter and Rental Clerks
889,"LABORERS, EXCEPT CONSTRUCTION",45-4029,"Logging Workers, All Other"
889,"LABORERS, EXCEPT CONSTRUCTION",49-2092,"Electric Motor, Power Tool, and Related Repairers"
889,"LABORERS, EXCEPT CONSTRUCTION",49-9043,"Maintenance Workers, Machinery"
889,"LABORERS, EXCEPT CONSTRUCTION",49-9096,Riggers
889,"LABORERS, EXCEPT CONSTRUCTION",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
889,"LABORERS, EXCEPT CONSTRUCTION",51-3099,"Food Processing Workers, All Other"
889,"LABORERS, EXCEPT CONSTRUCTION",51-6011,Laundry and Dry-Cleaning Workers
889,"LABORERS, EXCEPT CONSTRUCTION",51-6021,"Pressers, Textile, Garment, and Related Materials"
889,"LABORERS, EXCEPT CONSTRUCTION",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders
889,"LABORERS, EXCEPT CONSTRUCTION",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
889,"LABORERS, EXCEPT CONSTRUCTION",51-9022,"Grinding and Polishing Workers, Hand"
889,"LABORERS, EXCEPT CONSTRUCTION",51-9031,"Cutters and Trimmers, Hand"
889,"LABORERS, EXCEPT CONSTRUCTION",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
889,"LABORERS, EXCEPT CONSTRUCTION",51-9123,"Painting, Coating, and Decorating Workers"
889,"LABORERS, EXCEPT CONSTRUCTION",51-9141,Semiconductor Processors
889,"LABORERS, EXCEPT CONSTRUCTION",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
889,"LABORERS, EXCEPT CONSTRUCTION",51-9198,Helpers--Production Workers
889,"LABORERS, EXCEPT CONSTRUCTION",51-9199,"Production Workers, All Other"
889,"LABORERS, EXCEPT CONSTRUCTION",53-6031,Automotive and Watercraft Service Attendants
889,"LABORERS, EXCEPT CONSTRUCTION",53-7061,Cleaners of Vehicles and Equipment
889,"LABORERS, EXCEPT CONSTRUCTION",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
889,"LABORERS, EXCEPT CONSTRUCTION",53-7199,"Material Moving Workers, All Other"
