occ1980,occ1980_title,soc2010,soc2010_title
353,"COMMUNICATIONS EQUIPMENT OPERATORS, N.E.C.",43-9199,"Office and Administrative Support Workers, All Other"
354,"POSTAL CLERKS, EXC. MAIL CARRIERS",13-1121,"Meeting, Convention, and Event Planners**"
354,"POSTAL CLERKS, EXC. MAIL CARRIERS",13-1161,Market Research Analysts and Marketing Specialists**
354,"POSTAL CLERKS, EXC. MAIL CARRIERS",13-1199,"Business Operations Specialists, All Other"
354,"POSTAL CLERKS, EXC. MAIL CARRIERS",43-5051,Postal Service Clerks
354,"POSTAL CLERKS, EXC. MAIL CARRIERS",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
355,"MAIL CARRIERS, POSTAL SERVICE",43-5052,Postal Service Mail Carriers
356,"MAIL CLERKS, EXC. POSTAL SERVICE",43-3099,"Financial Clerks, All Other"
356,"MAIL CLERKS, EXC. POSTAL SERVICE",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service"
356,"MAIL CLERKS, EXC. POSTAL SERVICE",43-9199,"Office and Administrative Support Workers, All Other"
357,MESSENGERS,27-2042,Musicians and Singers
357,MESSENGERS,43-3099,"Financial Clerks, All Other"
357,MESSENGERS,43-5021,Couriers and Messengers
357,MESSENGERS,43-9199,"Office and Administrative Support Workers, All Other"
359,DISPATCHERS,43-5031,"Police, Fire, and Ambulance Dispatchers"
359,DISPATCHERS,43-5032,"Dispatchers, Except Police, Fire, and Ambulance"
363,PRODUCTION COORDINATORS,43-3021,Billing and Posting Clerks
363,PRODUCTION COORDINATORS,43-5032,"Dispatchers, Except Police, Fire, and Ambulance"
363,PRODUCTION COORDINATORS,43-5061,"Production, Planning, and Expediting Clerks"
363,PRODUCTION COORDINATORS,53-2022,Airfield Operations Specialists
363,PRODUCTION COORDINATORS,53-7063,Machine Feeders and Offbearers
364,"TRAFFIC, SHIPPING, AND RECEIVING CLERKS",43-5011,Cargo and Freight Agents
364,"TRAFFIC, SHIPPING, AND RECEIVING CLERKS",43-5071,"Shipping, Receiving, and Traffic Clerks"
364,"TRAFFIC, SHIPPING, AND RECEIVING CLERKS",43-5081,Stock Clerks and Order Fillers
364,"TRAFFIC, SHIPPING, AND RECEIVING CLERKS",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
364,"TRAFFIC, SHIPPING, AND RECEIVING CLERKS",43-9061,"Office Clerks, General"
365,STOCK AND INVENTORY CLERKS,43-3061,Procurement Clerks
365,STOCK AND INVENTORY CLERKS,43-4121,"Library Assistants, Clerical"
365,STOCK AND INVENTORY CLERKS,43-5061,"Production, Planning, and Expediting Clerks"
365,STOCK AND INVENTORY CLERKS,43-5071,"Shipping, Receiving, and Traffic Clerks"
365,STOCK AND INVENTORY CLERKS,43-5081,Stock Clerks and Order Fillers
365,STOCK AND INVENTORY CLERKS,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
365,STOCK AND INVENTORY CLERKS,43-9061,"Office Clerks, General"
366,METER READERS,43-5041,"Meter Readers, Utilities"
368,"WEIGHERS, MEASURERS, AND CHECKERS",43-5071,"Shipping, Receiving, and Traffic Clerks"
368,"WEIGHERS, MEASURERS, AND CHECKERS",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
369,SAMPLERS,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
369,SAMPLERS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
373,EXPEDITERS,43-4051,Customer Service Representatives
373,EXPEDITERS,43-5011,Cargo and Freight Agents
373,EXPEDITERS,43-5061,"Production, Planning, and Expediting Clerks"
373,EXPEDITERS,53-1011,Aircraft Cargo Handling Supervisors
374,"MATERIAL RECORDING, SCHEDULING, AND DISTRIBUTING CLERKS, N.E.C.",43-3099,"Financial Clerks, All Other"
374,"MATERIAL RECORDING, SCHEDULING, AND DISTRIBUTING CLERKS, N.E.C.",43-5081,Stock Clerks and Order Fillers
374,"MATERIAL RECORDING, SCHEDULING, AND DISTRIBUTING CLERKS, N.E.C.",43-9061,"Office Clerks, General"
374,"MATERIAL RECORDING, SCHEDULING, AND DISTRIBUTING CLERKS, N.E.C.",43-9199,"Office and Administrative Support Workers, All Other"
374,"MATERIAL RECORDING, SCHEDULING, AND DISTRIBUTING CLERKS, N.E.C.",51-3099,"Food Processing Workers, All Other"
374,"MATERIAL RECORDING, SCHEDULING, AND DISTRIBUTING CLERKS, N.E.C.",51-9199,"Production Workers, All Other"
375,"INSURANCE ADJUSTERS, EXAMINERS, AND INVESTIGATORS",13-1031,"Claims Adjusters, Examiners, and Investigators"
375,"INSURANCE ADJUSTERS, EXAMINERS, AND INVESTIGATORS",13-1032,"Insurance Appraisers, Auto Damage"
375,"INSURANCE ADJUSTERS, EXAMINERS, AND INVESTIGATORS",43-9041,Insurance Claims and Policy Processing Clerks
376,"INVESTIGATORS AND ADJUSTERS, EXCEPT INSURANCE",33-9021,Private Detectives and Investigators
376,"INVESTIGATORS AND ADJUSTERS, EXCEPT INSURANCE",43-4041,"Credit Authorizers, Checkers, and Clerks"
376,"INVESTIGATORS AND ADJUSTERS, EXCEPT INSURANCE",43-4051,Customer Service Representatives
376,"INVESTIGATORS AND ADJUSTERS, EXCEPT INSURANCE",43-4199,"Information and Record Clerks, All Other"
376,"INVESTIGATORS AND ADJUSTERS, EXCEPT INSURANCE",43-9061,"Office Clerks, General"
377,"ELIGIBILITY CLERKS, SOCIAL WELFARE",43-4061,"Eligibility Interviewers, Government Programs"
378,BILL AND ACCOUNT COLLECTORS,43-3011,Bill and Account Collectors
379,GENERAL OFFICE CLERKS,27-2023,"Umpires, Referees, and Other Sports Officials"
379,GENERAL OFFICE CLERKS,43-9061,"Office Clerks, General"
383,BANK TELLERS,43-3071,Tellers
384,PROOFREADERS,43-9081,Proofreaders and Copy Markers
385,DATA-ENTRY KEYERS,43-9021,Data Entry Keyers
385,DATA-ENTRY KEYERS,51-5111,Prepress Technicians and Workers
386,STATISTICAL CLERKS,29-2071,Medical Records and Health Information Technicians
386,STATISTICAL CLERKS,43-9111,Statistical Assistants
387,TEACHERS AIDES,25-9099,"Education, Training, and Library Workers, All Other"
387,TEACHERS AIDES,43-9061,"Office Clerks, General"
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-1011,First-Line Supervisors of Office and Administrative Support Workers
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-3021,Billing and Posting Clerks
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-4031,"Court, Municipal, and License Clerks"
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-4041,"Credit Authorizers, Checkers, and Clerks"
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-4131,Loan Interviewers and Clerks
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-4141,New Accounts Clerks
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-9022,Word Processors and Typists
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-9041,Insurance Claims and Policy Processing Clerks
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-9061,"Office Clerks, General"
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",43-9111,Statistical Assistants
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",51-5112,Printing Press Operators**
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",53-3031,Driver/Sales Workers
389,"ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C.",55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
403,LAUNDERERS AND IRONERS,37-2012,Maids and Housekeeping Cleaners
404,"COOKS, PRIVATE HOUSEHOLD",35-2013,"Cooks, Private Household"
405,HOUSEKEEPERS AND BUTLERS,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers
405,HOUSEKEEPERS AND BUTLERS,37-2012,Maids and Housekeeping Cleaners
406,"CHILD CARE WORKERS, PRIVATE HOUSEHOLD",39-9011,Childcare Workers
407,PRIVATE HOUSEHOLD CLEANERS AND SERVANTS,37-2012,Maids and Housekeeping Cleaners
407,PRIVATE HOUSEHOLD CLEANERS AND SERVANTS,39-9021,Personal Care Aides
407,PRIVATE HOUSEHOLD CLEANERS AND SERVANTS,39-9099,"Personal Care and Service Workers, All Other"
413,"SUPERVISORS, FIREFIGHTING AND FIRE PREVENTION OCCUPATIONS",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers
414,"SUPERVISORS, POLICE AND DETECTIVES",33-1011,First-Line Supervisors of Correctional Officers
414,"SUPERVISORS, POLICE AND DETECTIVES",33-1012,First-Line Supervisors of Police and Detectives
414,"SUPERVISORS, POLICE AND DETECTIVES",43-1011,First-Line Supervisors of Office and Administrative Support Workers
415,"SUPERVISORS, GUARDS",11-9199,"Managers, All Other"
415,"SUPERVISORS, GUARDS",33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
415,"SUPERVISORS, GUARDS",33-9011,Animal Control Workers
415,"SUPERVISORS, GUARDS",43-4031,"Court, Municipal, and License Clerks"
416,FIRE INSPECTION AND FIRE PREVENTION OCCUPATIONS,33-2021,Fire Inspectors and Investigators
416,FIRE INSPECTION AND FIRE PREVENTION OCCUPATIONS,33-2022,Forest Fire Inspectors and Prevention Specialists
417,FIREFIGHTING OCCUPATIONS,33-2011,Firefighters
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",11-3131,Training and Development Managers
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",13-1121,"Meeting, Convention, and Event Planners**"
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",13-1161,Market Research Analysts and Marketing Specialists**
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",13-1199,"Business Operations Specialists, All Other"
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-3021,Detectives and Criminal Investigators
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-3051,Police and Sheriff's Patrol Officers
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-9093,Transportation Security Screeners**
418,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-9099,"Protective Service Workers, All Other"
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-1012,First-Line Supervisors of Police and Detectives
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-3011,Bailiffs
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-3031,Fish and Game Wardens
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-3041,Parking Enforcement Workers
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-3051,Police and Sheriff's Patrol Officers
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-9093,Transportation Security Screeners**
423,"SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS",33-9099,"Protective Service Workers, All Other"
424,CORRECTIONAL INSTITUTION OFFICERS,21-1092,Probation Officers and Correctional Treatment Specialists
424,CORRECTIONAL INSTITUTION OFFICERS,33-3012,Correctional Officers and Jailers
425,CROSSING GUARDS,33-9091,Crossing Guards
426,"GUARDS AND POLICE, EXC. PUBLIC SERVICE",11-9199,"Managers, All Other"
426,"GUARDS AND POLICE, EXC. PUBLIC SERVICE",33-3052,Transit and Railroad Police
426,"GUARDS AND POLICE, EXC. PUBLIC SERVICE",33-9021,Private Detectives and Investigators
426,"GUARDS AND POLICE, EXC. PUBLIC SERVICE",33-9031,Gaming Surveillance Officers and Gaming Investigators
426,"GUARDS AND POLICE, EXC. PUBLIC SERVICE",33-9032,Security Guards
426,"GUARDS AND POLICE, EXC. PUBLIC SERVICE",33-9093,Transportation Security Screeners**
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-3031,Fish and Game Wardens
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-3051,Police and Sheriff's Patrol Officers
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-9011,Animal Control Workers
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-9031,Gaming Surveillance Officers and Gaming Investigators
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-9093,Transportation Security Screeners**
427,"PROTECTIVE SERVICE OCCUPATIONS, N.E.C.",33-9099,"Protective Service Workers, All Other"
433,"SUPERVISORS, FOOD PREPARATION AND SERVICE OCCUPATIONS",11-9051,Food Service Managers
433,"SUPERVISORS, FOOD PREPARATION AND SERVICE OCCUPATIONS",35-1011,Chefs and Head Cooks
433,"SUPERVISORS, FOOD PREPARATION AND SERVICE OCCUPATIONS",35-1012,First-Line Supervisors of Food Preparation and Serving Workers
433,"SUPERVISORS, FOOD PREPARATION AND SERVICE OCCUPATIONS",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
433,"SUPERVISORS, FOOD PREPARATION AND SERVICE OCCUPATIONS",39-1021,First-Line Supervisors of Personal Service Workers
434,BARTENDERS,35-3011,Bartenders
435,WAITERS AND WAITRESSES,35-3031,Waiters and Waitresses
436,"COOKS, EXCEPT SHORT ORDER",35-2011,"Cooks, Fast Food"
436,"COOKS, EXCEPT SHORT ORDER",35-2012,"Cooks, Institution and Cafeteria"
436,"COOKS, EXCEPT SHORT ORDER",35-2014,"Cooks, Restaurant"
436,"COOKS, EXCEPT SHORT ORDER",51-3011,Bakers
437,SHORT-ORDER COOKS,35-2011,"Cooks, Fast Food"
437,SHORT-ORDER COOKS,35-2015,"Cooks, Short Order"
438,"FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food"
438,"FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
438,"FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS",35-3041,"Food Servers, Nonrestaurant"
439,"KITCHEN WORKERS, FOOD PREPARATION",35-2021,Food Preparation Workers
443,WAITERS/WAITRESSES ASSISTANTS,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
444,MISCELLANEOUS FOOD PREPARATION OCCUPATIONS,35-2021,Food Preparation Workers
444,MISCELLANEOUS FOOD PREPARATION OCCUPATIONS,35-9021,Dishwashers
444,MISCELLANEOUS FOOD PREPARATION OCCUPATIONS,35-9099,"Food Preparation and Serving Related Workers, All Other"
445,DENTAL ASSISTANTS,31-9091,Dental Assistants
446,"HEALTH AIDES, EXCEPT NURSING",29-2012,Medical and Clinical Laboratory Technicians
446,"HEALTH AIDES, EXCEPT NURSING",29-2052,Pharmacy Technicians
446,"HEALTH AIDES, EXCEPT NURSING",31-1013,Psychiatric Aides
446,"HEALTH AIDES, EXCEPT NURSING",31-1014,Nursing Assistants
446,"HEALTH AIDES, EXCEPT NURSING",31-1015,Orderlies
446,"HEALTH AIDES, EXCEPT NURSING",31-2011,Occupational Therapy Assistants
446,"HEALTH AIDES, EXCEPT NURSING",31-2012,Occupational Therapy Aides
446,"HEALTH AIDES, EXCEPT NURSING",31-2021,Physical Therapist Assistants
446,"HEALTH AIDES, EXCEPT NURSING",31-2022,Physical Therapist Aides
446,"HEALTH AIDES, EXCEPT NURSING",31-9092,Medical Assistants
446,"HEALTH AIDES, EXCEPT NURSING",31-9093,Medical Equipment Preparers
446,"HEALTH AIDES, EXCEPT NURSING",31-9097,Phlebotomists
446,"HEALTH AIDES, EXCEPT NURSING",31-9099,"Healthcare Support Workers, All Other"
446,"HEALTH AIDES, EXCEPT NURSING",39-9099,"Personal Care and Service Workers, All Other"
446,"HEALTH AIDES, EXCEPT NURSING",51-3099,"Food Processing Workers, All Other"
446,"HEALTH AIDES, EXCEPT NURSING",51-9199,"Production Workers, All Other"
446,"HEALTH AIDES, EXCEPT NURSING",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",29-2057,Ophthalmic Medical Technicians
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",29-2092,Hearing Aid Specialists
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",29-2099,"Health Technologists and Technicians, All Other"
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1011,Home Health Aides
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1013,Psychiatric Aides
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1014,Nursing Assistants
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1015,Orderlies
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-9097,Phlebotomists
447,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-9099,"Healthcare Support Workers, All Other"
448,"SUPERVISORS, CLEANING AND BUILDING SERVICE WORKERS",11-9199,"Managers, All Other"
448,"SUPERVISORS, CLEANING AND BUILDING SERVICE WORKERS",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers
448,"SUPERVISORS, CLEANING AND BUILDING SERVICE WORKERS",39-1021,First-Line Supervisors of Personal Service Workers
449,MAIDS AND HOUSEMEN,37-2012,Maids and Housekeeping Cleaners
449,MAIDS AND HOUSEMEN,37-2019,"Building Cleaning Workers, All Other"
449,MAIDS AND HOUSEMEN,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
453,JANITORS AND CLEANERS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
453,JANITORS AND CLEANERS,37-3011,Landscaping and Groundskeeping Workers
453,JANITORS AND CLEANERS,47-2231,Solar Photovoltaic Installers**
453,JANITORS AND CLEANERS,49-9081,Wind Turbine Service Technicians
453,JANITORS AND CLEANERS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
454,ELEVATOR OPERATORS,53-6099,"Transportation Workers, All Other"
454,ELEVATOR OPERATORS,53-7199,"Material Moving Workers, All Other"
455,PEST CONTROL OCCUPATIONS,37-2021,Pest Control Workers
456,"SUPERVISORS, PERSONAL SERVICE OCCUPATIONS",11-9071,Gaming Managers
456,"SUPERVISORS, PERSONAL SERVICE OCCUPATIONS",11-9199,"Managers, All Other"
456,"SUPERVISORS, PERSONAL SERVICE OCCUPATIONS",39-1012,Slot Supervisors
456,"SUPERVISORS, PERSONAL SERVICE OCCUPATIONS",39-1021,First-Line Supervisors of Personal Service Workers
456,"SUPERVISORS, PERSONAL SERVICE OCCUPATIONS",53-2031,Flight Attendants
457,BARBERS,39-5011,Barbers
458,HAIRDRESSERS AND COSMETOLOGISTS,39-5012,"Hairdressers, Hairstylists, and Cosmetologists"
458,HAIRDRESSERS AND COSMETOLOGISTS,39-5091,"Makeup Artists, Theatrical and Performance"
458,HAIRDRESSERS AND COSMETOLOGISTS,39-5092,Manicurists and Pedicurists
458,HAIRDRESSERS AND COSMETOLOGISTS,39-5093,Shampooers
458,HAIRDRESSERS AND COSMETOLOGISTS,39-9099,"Personal Care and Service Workers, All Other"
459,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3011,Gaming Dealers
459,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3012,Gaming and Sports Book Writers and Runners
459,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3019,"Gaming Service Workers, All Other"
459,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3091,Amusement and Recreation Attendants
463,GUIDES,39-7011,Tour Guides and Escorts
463,GUIDES,39-7012,Travel Guides
464,USHERS,39-3031,"Ushers, Lobby Attendants, and Ticket Takers"
465,PUBLIC TRANSPORTATION ATTENDANTS,39-9099,"Personal Care and Service Workers, All Other"
465,PUBLIC TRANSPORTATION ATTENDANTS,53-2031,Flight Attendants
465,PUBLIC TRANSPORTATION ATTENDANTS,53-6061,"Transportation Attendants, Except Flight Attendants"
466,BAGGAGE PORTERS AND BELLHOPS,39-6011,Baggage Porters and Bellhops
467,WELFARE SERVICE AIDES,39-9021,Personal Care Aides
468,"CHILD CARE WORKERS, EXCEPT PRIVATE HOUSEHOLD",39-9011,Childcare Workers
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",27-2023,"Umpires, Referees, and Other Sports Officials"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",31-9011,Massage Therapists
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",31-9097,Phlebotomists
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",31-9099,"Healthcare Support Workers, All Other"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",37-3019,"Grounds Maintenance Workers, All Other"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-3091,Amusement and Recreation Attendants
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-3092,Costume Attendants
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-4021,Funeral Attendants
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-7012,Travel Guides
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-9032,Recreation Workers
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",39-9099,"Personal Care and Service Workers, All Other"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",49-9071,"Maintenance and Repair Workers, General"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
469,"PERSONAL SERVICE OCCUPATIONS, N.E.C.",53-6061,"Transportation Attendants, Except Flight Attendants"
473,"FARMERS, EXCEPT HORTICULTURAL",11-9013,"Farmers, Ranchers, and Other Agricultural Managers**"
473,"FARMERS, EXCEPT HORTICULTURAL",45-2021,Animal Breeders
473,"FARMERS, EXCEPT HORTICULTURAL",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
473,"FARMERS, EXCEPT HORTICULTURAL",45-3011,Fishers and Related Fishing Workers
474,HORTICULTURAL SPECIALTY FARMERS,11-9013,"Farmers, Ranchers, and Other Agricultural Managers**"
475,"MANAGERS, FARMS, EXCEPT HORTICULTURAL",11-9013,"Farmers, Ranchers, and Other Agricultural Managers**"
475,"MANAGERS, FARMS, EXCEPT HORTICULTURAL",41-1012,First-Line Supervisors of Non-Retail Sales Workers
475,"MANAGERS, FARMS, EXCEPT HORTICULTURAL",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
476,"MANAGERS, HORTICULTURAL SPECIALTY FARMS",11-9013,"Farmers, Ranchers, and Other Agricultural Managers**"
477,"SUPERVISORS, FARM WORKERS",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
479,FARM WORKERS,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
479,FARM WORKERS,37-3013,Tree Trimmers and Pruners
479,FARM WORKERS,39-2011,Animal Trainers
479,FARM WORKERS,45-2041,"Graders and Sorters, Agricultural Products"
479,FARM WORKERS,45-2091,Agricultural Equipment Operators
479,FARM WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
479,FARM WORKERS,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
479,FARM WORKERS,45-2099,"Agricultural Workers, All Other"
479,FARM WORKERS,51-3099,"Food Processing Workers, All Other"
479,FARM WORKERS,51-9198,Helpers--Production Workers
479,FARM WORKERS,51-9199,"Production Workers, All Other"
479,FARM WORKERS,53-7063,Machine Feeders and Offbearers
483,MARINE LIFE CULTIVATION WORKERS,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
483,MARINE LIFE CULTIVATION WORKERS,45-3011,Fishers and Related Fishing Workers
484,NURSERY WORKERS,37-3011,Landscaping and Groundskeeping Workers
484,NURSERY WORKERS,45-2091,Agricultural Equipment Operators
484,NURSERY WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
485,"SUPERVISORS, RELATED AGRICULTURAL OCCUPATIONS",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
485,"SUPERVISORS, RELATED AGRICULTURAL OCCUPATIONS",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
486,"GROUNDSKEEPERS AND GARDENERS, EXCEPT FARM",37-3011,Landscaping and Groundskeeping Workers
486,"GROUNDSKEEPERS AND GARDENERS, EXCEPT FARM",37-3019,"Grounds Maintenance Workers, All Other"
487,"ANIMAL CARETAKERS, EXCEPT FARM",39-2021,Nonfarm Animal Caretakers
488,"GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",45-2041,"Graders and Sorters, Agricultural Products"
489,"INSPECTORS, AGRICULTURAL PRODUCTS",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
489,"INSPECTORS, AGRICULTURAL PRODUCTS",45-2011,Agricultural Inspectors
489,"INSPECTORS, AGRICULTURAL PRODUCTS",45-2041,"Graders and Sorters, Agricultural Products"
489,"INSPECTORS, AGRICULTURAL PRODUCTS",45-2099,"Agricultural Workers, All Other"
494,"SUPERVISORS, FORESTRY AND LOGGING WORKERS",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
495,"FORESTRY WORKERS, EXCEPT LOGGING",19-4093,Forest and Conservation Technicians
495,"FORESTRY WORKERS, EXCEPT LOGGING",45-4011,Forest and Conservation Workers
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,37-3013,Tree Trimmers and Pruners
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,37-3019,"Grounds Maintenance Workers, All Other"
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,45-4021,Fallers
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,45-4022,Logging Equipment Operators
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,45-4023,Log Graders and Scalers
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,45-4029,"Logging Workers, All Other"
496,TIMBER CUTTING AND LOGGING OCCUPATIONS,49-9096,Riggers
497,"CAPTAINS AND OTHER OFFICERS, FISHING VESSELS",53-5021,"Captains, Mates, and Pilots of Water Vessels"
498,FISHERS,45-3011,Fishers and Related Fishing Workers
499,HUNTERS AND TRAPPERS,11-9013,"Farmers, Ranchers, and Other Agricultural Managers**"
499,HUNTERS AND TRAPPERS,45-3021,Hunters and Trappers
503,"SUPERVISORS, MECHANICS AND REPAIRERS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
503,"SUPERVISORS, MECHANICS AND REPAIRERS",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
505,"AUTOMOBILE MECHANICS, EXC. APPRENTICES",49-3023,Automotive Service Technicians and Mechanics
505,"AUTOMOBILE MECHANICS, EXC. APPRENTICES",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
505,"AUTOMOBILE MECHANICS, EXC. APPRENTICES",51-3099,"Food Processing Workers, All Other"
505,"AUTOMOBILE MECHANICS, EXC. APPRENTICES",51-9199,"Production Workers, All Other"
506,AUTOMOBILE MECHANIC APPRENTICES,49-3023,Automotive Service Technicians and Mechanics
506,AUTOMOBILE MECHANIC APPRENTICES,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
